,,,-22.32999913E-3,4.96000004,,,,,-22.32999913E-3,4.61999989,,,,,-22.32999913E-3,-160.00001132E-3,
,,,-22.31999859E-3,4.96000004,,,,,-22.31999859E-3,4.61999989,,,,,-22.31999859E-3,-160.00001132E-3,
,,,-22.30999991E-3,4.96000004,,,,,-22.30999991E-3,4.61999989,,,,,-22.30999991E-3,-160.00001132E-3,
,,,-22.29999937E-3,4.96000004,,,,,-22.29999937E-3,4.61999989,,,,,-22.29999937E-3,-140.0000006E-3,
,,,-22.28999883E-3,4.98000002,,,,,-22.28999883E-3,4.61999989,,,,,-22.28999883E-3,-180.00000715E-3,
,,,-22.27999829E-3,4.98000002,,,,,-22.27999829E-3,4.59999990,,,,,-22.27999829E-3,-200.00000298E-3,
,,,-22.26999961E-3,4.98000002,,,,,-22.26999961E-3,4.63999987,,,,,-22.26999961E-3,-160.00001132E-3,
,,,-22.25999907E-3,4.98000002,,,,,-22.25999907E-3,4.61999989,,,,,-22.25999907E-3,-200.00000298E-3,
,,,-22.24999852E-3,4.98000002,,,,,-22.24999852E-3,4.61999989,,,,,-22.24999852E-3,-180.00000715E-3,
,,,-22.23999985E-3,4.98000002,,,,,-22.23999985E-3,4.61999989,,,,,-22.23999985E-3,-180.00000715E-3,
,,,-22.22999930E-3,5.00000000,,,,,-22.22999930E-3,4.61999989,,,,,-22.22999930E-3,-200.00000298E-3,
,,,-22.21999876E-3,5.01999998,,,,,-22.21999876E-3,4.61999989,,,,,-22.21999876E-3,-180.00000715E-3,
,,,-22.20999822E-3,4.98000002,,,,,-22.20999822E-3,4.61999989,,,,,-22.20999822E-3,-160.00001132E-3,
,,,-22.19999954E-3,4.98000002,,,,,-22.19999954E-3,4.61999989,,,,,-22.19999954E-3,-180.00000715E-3,
,,,-22.18999900E-3,4.98000002,,,,,-22.18999900E-3,4.63999987,,,,,-22.18999900E-3,-160.00001132E-3,
,,,-22.17999846E-3,5.00000000,,,,,-22.17999846E-3,4.63999987,,,,,-22.17999846E-3,-200.00000298E-3,
,,,-22.16999978E-3,4.98000002,,,,,-22.16999978E-3,4.63999987,,,,,-22.16999978E-3,-160.00001132E-3,
,,,-22.15999924E-3,5.00000000,,,,,-22.15999924E-3,4.63999987,,,,,-22.15999924E-3,-180.00000715E-3,
,,,-22.14999869E-3,4.98000002,,,,,-22.14999869E-3,4.63999987,,,,,-22.14999869E-3,-160.00001132E-3,
,,,-22.13999815E-3,4.96000004,,,,,-22.13999815E-3,4.63999987,,,,,-22.13999815E-3,-160.00001132E-3,
,,,-22.12999947E-3,4.98000002,,,,,-22.12999947E-3,4.61999989,,,,,-22.12999947E-3,-180.00000715E-3,
,,,-22.11999893E-3,5.00000000,,,,,-22.11999893E-3,4.61999989,,,,,-22.11999893E-3,-160.00001132E-3,
,,,-22.10999839E-3,5.00000000,,,,,-22.10999839E-3,4.65999985,,,,,-22.10999839E-3,-180.00000715E-3,
,,,-22.09999971E-3,5.00000000,,,,,-22.09999971E-3,4.63999987,,,,,-22.09999971E-3,-200.00000298E-3,
,,,-22.08999917E-3,5.00000000,,,,,-22.08999917E-3,4.63999987,,,,,-22.08999917E-3,-180.00000715E-3,
,,,-22.07999863E-3,5.00000000,,,,,-22.07999863E-3,4.61999989,,,,,-22.07999863E-3,-220.00001371E-3,
,,,-22.06999995E-3,5.00000000,,,,,-22.06999995E-3,4.63999987,,,,,-22.06999995E-3,-180.00000715E-3,
,,,-22.05999941E-3,4.98000002,,,,,-22.05999941E-3,4.63999987,,,,,-22.05999941E-3,-180.00000715E-3,
,,,-22.04999886E-3,5.01999998,,,,,-22.04999886E-3,4.63999987,,,,,-22.04999886E-3,-180.00000715E-3,
,,,-22.03999832E-3,5.00000000,,,,,-22.03999832E-3,4.65999985,,,,,-22.03999832E-3,-180.00000715E-3,
,,,-22.02999964E-3,5.00000000,,,,,-22.02999964E-3,4.65999985,,,,,-22.02999964E-3,-140.0000006E-3,
,,,-22.01999910E-3,5.00000000,,,,,-22.01999910E-3,4.63999987,,,,,-22.01999910E-3,-180.00000715E-3,
,,,-22.00999856E-3,5.01999998,,,,,-22.00999856E-3,4.65999985,,,,,-22.00999856E-3,-200.00000298E-3,
,,,-21.99999988E-3,5.01999998,,,,,-21.99999988E-3,4.65999985,,,,,-21.99999988E-3,-180.00000715E-3,
,,,-21.98999934E-3,5.00000000,,,,,-21.98999934E-3,4.63999987,,,,,-21.98999934E-3,-160.00001132E-3,
,,,-21.97999880E-3,5.01999998,,,,,-21.97999880E-3,4.65999985,,,,,-21.97999880E-3,-200.00000298E-3,
,,,-21.96999826E-3,5.00000000,,,,,-21.96999826E-3,4.65999985,,,,,-21.96999826E-3,-200.00000298E-3,
,,,-21.95999958E-3,5.01999998,,,,,-21.95999958E-3,4.65999985,,,,,-21.95999958E-3,-200.00000298E-3,
,,,-21.94999903E-3,5.00000000,,,,,-21.94999903E-3,4.65999985,,,,,-21.94999903E-3,-180.00000715E-3,
,,,-21.93999849E-3,5.01999998,,,,,-21.93999849E-3,4.65999985,,,,,-21.93999849E-3,-180.00000715E-3,
,,,-21.92999981E-3,5.01999998,,,,,-21.92999981E-3,4.65999985,,,,,-21.92999981E-3,-160.00001132E-3,
,,,-21.91999927E-3,5.01999998,,,,,-21.91999927E-3,4.65999985,,,,,-21.91999927E-3,-180.00000715E-3,
,,,-21.90999873E-3,5.01999998,,,,,-21.90999873E-3,4.65999985,,,,,-21.90999873E-3,-200.00000298E-3,
,,,-21.89999819E-3,5.00000000,,,,,-21.89999819E-3,4.67999983,,,,,-21.89999819E-3,-180.00000715E-3,
,,,-21.88999951E-3,5.01999998,,,,,-21.88999951E-3,4.65999985,,,,,-21.88999951E-3,-180.00000715E-3,
,,,-21.87999897E-3,5.01999998,,,,,-21.87999897E-3,4.67999983,,,,,-21.87999897E-3,-200.00000298E-3,
,,,-21.86999843E-3,5.00000000,,,,,-21.86999843E-3,4.65999985,,,,,-21.86999843E-3,-180.00000715E-3,
,,,-21.85999975E-3,5.01999998,,,,,-21.85999975E-3,4.65999985,,,,,-21.85999975E-3,-180.00000715E-3,
,,,-21.84999920E-3,5.03999996,,,,,-21.84999920E-3,4.65999985,,,,,-21.84999920E-3,-200.00000298E-3,
,,,-21.83999866E-3,5.03999996,,,,,-21.83999866E-3,4.65999985,,,,,-21.83999866E-3,-220.00001371E-3,
